M,p0_p,rho0_rho,T0_T,A_Astar
3.056,39.94251696,13.92779766,2.8678272,4.466443561
3.058,40.06186047,13.95750971,2.8702728,4.474951236
3.06,40.1815368,13.98727923,2.87272,4.483474761
3.062,40.30154677,14.01710632,2.8751688,4.49201416
3.064,40.4218912,14.04699107,2.8776192,4.500569456
3.066,40.54257093,14.07693356,2.8800712,4.509140674
3.068,40.6635868,14.10693389,2.8825248,4.517727837
3.07,40.78493962,14.13699215,2.88498,4.526330969
3.072,40.90663024,14.16710843,2.8874368,4.534950094
3.074,41.0286595,14.19728283,2.8898952,4.543585236
3.076,41.15102823,14.22751543,2.8923552,4.552236419
3.078,41.27373727,14.25780632,2.8948168,4.560903668
3.08,41.39678747,14.2881556,2.89728,4.569587006
3.082,41.52017966,14.31856336,2.8997448,4.578286457
3.084,41.6439147,14.3490297,2.9022112,4.587002045
3.086,41.76799343,14.37955469,2.9046792,4.595733796
3.088,41.89241669,14.41013845,2.9071488,4.604481731
3.09,42.01718535,14.44078105,2.90962,4.613245877
3.092,42.14230025,14.47148259,2.9120928,4.622026257
3.094,42.26776225,14.50224316,2.9145672,4.630822896
3.096,42.3935722,14.53306286,2.9170432,4.639635817
3.098,42.51973097,14.56394178,2.9195208,4.648465045
3.1,42.6462394,14.59488002,2.922,4.657310605
3.102,42.77309837,14.62587765,2.9244808,4.66617252
3.104,42.90030874,14.65693478,2.9269632,4.675050816
3.106,43.02787137,14.68805151,2.9294472,4.683945516
3.108,43.15578712,14.71922792,2.9319328,4.692856645
3.11,43.28405687,14.7504641,2.93442,4.701784228
3.112,43.41268149,14.78176016,2.9369088,4.710728289
3.114,43.54166185,14.81311618,2.9393992,4.719688853
3.116,43.67099883,14.84453226,2.9418912,4.728665943
3.118,43.8006933,14.8760085,2.9443848,4.737659586
3.12,43.93074613,14.90754497,2.94688,4.746669805
3.122,44.06115822,14.93914179,2.9493768,4.755696625
3.124,44.19193043,14.97079905,2.9518752,4.764740071
3.126,44.32306366,15.00251683,2.9543752,4.773800167
3.128,44.45455878,15.03429524,2.9568768,4.782876938
3.13,44.5864167,15.06613436,2.95938,4.79197041
3.132,44.71863828,15.09803429,2.9618848,4.801080606
3.134,44.85122444,15.12999514,2.9643912,4.810207552
3.136,44.98417605,15.16201698,2.9668992,4.819351272
3.138,45.11749401,15.19409992,2.9694088,4.828511792
3.14,45.25117923,15.22624405,2.97192,4.837689136
3.142,45.38523259,15.25844947,2.9744328,4.846883329
3.144,45.519655,15.29071627,2.9769472,4.856094397
3.146,45.65444736,15.32304455,2.9794632,4.865322363
3.148,45.78961057,15.3554344,2.9819808,4.874567254
3.15,45.92514554,15.38788592,2.9845,4.883829094
3.152,46.06105318,15.42039921,2.9870208,4.893107909
3.154,46.19733439,15.45297435,2.9895432,4.902403723
3.156,46.3339901,15.48561145,2.9920672,4.911716561
3.158,46.4710212,15.5183106,2.9945928,4.92104645
3.16,46.60842862,15.5510719,2.99712,4.930393413
3.162,46.74621328,15.58389545,2.9996488,4.939757477
3.164,46.88437608,15.61678133,3.0021792,4.949138666
3.166,47.02291796,15.64972965,3.0047112,4.958537006
3.168,47.16183984,15.68274051,3.0072448,4.967952522
3.17,47.30114263,15.71581399,3.00978,4.97738524
3.172,47.44082728,15.7489502,3.0123168,4.986835184
3.174,47.5808947,15.78214924,3.0148552,4.996302381
3.176,47.72134582,15.81541119,3.0173952,5.005786855
3.178,47.86218158,15.84873617,3.0199368,5.015288632
3.18,48.00340292,15.88212426,3.02248,5.024807738
3.182,48.14501076,15.91557556,3.0250248,5.034344198
3.184,48.28700606,15.94909017,3.0275712,5.043898038
3.186,48.42938974,15.98266819,3.0301192,5.053469283
3.188,48.57216274,16.01630971,3.0326688,5.063057959
3.19,48.71532602,16.05001483,3.03522,5.072664091
3.192,48.85888052,16.08378366,3.0377728,5.082287706
3.194,49.00282719,16.11761629,3.0403272,5.091928828
3.196,49.14716697,16.15151281,3.0428832,5.101587484
3.198,49.29190082,16.18547332,3.0454408,5.1112637
3.2,49.4370297,16.21949793,3.048,5.1209575
3.202,49.58255455,16.25358673,3.0505608,5.130668911
3.204,49.72847633,16.28773982,3.0531232,5.140397959
3.206,49.87479601,16.3219573,3.0556872,5.15014467
3.208,50.02151454,16.35623927,3.0582528,5.159909069
3.21,50.1686329,16.39058582,3.06082,5.169691183
3.212,50.31615204,16.42499706,3.0633888,5.179491037
3.214,50.46407293,16.45947308,3.0659592,5.189308658
3.216,50.61239654,16.49401399,3.0685312,5.19914407
3.218,50.76112385,16.52861988,3.0711048,5.208997302
3.22,50.91025582,16.56329085,3.07368,5.218868377
3.222,51.05979343,16.598027,3.0762568,5.228757324
3.224,51.20973767,16.63282844,3.0788352,5.238664167
3.226,51.3600895,16.66769525,3.0814152,5.248588933
3.228,51.51084991,16.70262755,3.0839968,5.258531648
3.23,51.66201988,16.73762542,3.08658,5.268492339
3.232,51.81360041,16.77268898,3.0891648,5.278471031
3.234,51.96559246,16.80781832,3.0917512,5.288467751
3.236,52.11799705,16.84301354,3.0943392,5.298482525
3.238,52.27081515,16.87827474,3.0969288,5.308515379
3.24,52.42404776,16.91360203,3.09952,5.318566341
3.242,52.57769588,16.9489955,3.1021128,5.328635435
3.244,52.7317605,16.98445525,3.1047072,5.338722689
3.246,52.88624262,17.01998138,3.1073032,5.34882813
3.248,53.04114324,17.05557401,3.1099008,5.358951783
3.25,53.19646338,17.09123321,3.1125,5.369093675
3.252,53.35220402,17.12695911,3.1151008,5.379253833
3.254,53.50836619,17.16275179,3.1177032,5.389432283
3.256,53.66495089,17.19861137,3.1203072,5.399629051
3.258,53.82195913,17.23453794,3.1229128,5.409844166
3.26,53.97939193,17.2705316,3.12552,5.420077652
3.262,54.13725029,17.30659246,3.1281288,5.430329537
3.264,54.29553525,17.34272061,3.1307392,5.440599848
3.266,54.45424782,17.37891616,3.1333512,5.450888611
3.268,54.61338902,17.41517922,3.1359648,5.461195853
3.27,54.77295987,17.45150988,3.13858,5.471521601
3.272,54.93296141,17.48790824,3.1411968,5.481865881
3.274,55.09339465,17.52437441,3.1438152,5.492228721
3.276,55.25426064,17.5609085,3.1464352,5.502610148
3.278,55.4155604,17.59751059,3.1490568,5.513010188
3.28,55.57729497,17.63418081,3.15168,5.523428868
3.282,55.73946538,17.67091924,3.1543048,5.533866216
3.284,55.90207268,17.707726,3.1569312,5.544322258
3.286,56.06511789,17.74460117,3.1595592,5.554797021
3.288,56.22860208,17.78154488,3.1621888,5.565290533
3.29,56.39252627,17.81855722,3.16482,5.575802821
3.292,56.55689152,17.8556383,3.1674528,5.586333911
3.294,56.72169888,17.89278821,3.1700872,5.596883831
3.296,56.8869494,17.93000707,3.1727232,5.607452608
3.298,57.05264413,17.96729497,3.1753608,5.618040269
3.3,57.21878413,18.00465202,3.178,5.628646842
3.302,57.38537046,18.04207833,3.1806408,5.639272354
3.304,57.55240416,18.079574,3.1832832,5.649916832
3.306,57.71988632,18.11713912,3.1859272,5.660580303
3.308,57.88781799,18.15477382,3.1885728,5.671262795
3.31,58.05620023,18.19247818,3.19122,5.681964336
3.312,58.22503412,18.23025233,3.1938688,5.692684952
3.314,58.39432072,18.26809635,3.1965192,5.703424671
3.316,58.56406112,18.30601036,3.1991712,5.714183521
3.318,58.73425637,18.34399445,3.2018248,5.724961529
3.32,58.90490757,18.38204875,3.20448,5.735758723
3.322,59.07601578,18.42017334,3.2071368,5.746575131
3.324,59.2475821,18.45836834,3.2097952,5.757410779
3.326,59.4196076,18.49663385,3.2124552,5.768265696
3.328,59.59209336,18.53496998,3.2151168,5.779139909
3.33,59.76504049,18.57337683,3.21778,5.790033445
3.332,59.93845006,18.6118545,3.2204448,5.800946334
3.334,60.11232317,18.65040312,3.2231112,5.811878602
3.336,60.28666091,18.68902277,3.2257792,5.822830278
3.338,60.46146438,18.72771356,3.2284488,5.833801388
3.34,60.63673468,18.76647561,3.23112,5.844791961
3.342,60.81247291,18.80530902,3.2337928,5.855802025
3.344,60.98868017,18.84421389,3.2364672,5.866831608
3.346,61.16535756,18.88319033,3.2391432,5.877880738
3.348,61.3425062,18.92223845,3.2418208,5.888949442
3.35,61.5201272,18.96135836,3.2445,5.900037749
3.352,61.69822166,19.00055016,3.2471808,5.911145687
3.354,61.8767907,19.03981395,3.2498632,5.922273283
3.356,62.05583543,19.07914985,3.2525472,5.933420566
3.358,62.23535698,19.11855797,3.2552328,5.944587564
3.36,62.41535646,19.1580384,3.25792,5.955774305
3.362,62.59583501,19.19759126,3.2606088,5.966980818
3.364,62.77679373,19.23721666,3.2632992,5.97820713
3.366,62.95823376,19.2769147,3.2659912,5.98945327
3.368,63.14015624,19.31668549,3.2686848,6.000719266
3.37,63.32256228,19.35652914,3.27138,6.012005147
3.372,63.50545303,19.39644575,3.2740768,6.02331094
3.374,63.68882963,19.43643544,3.2767752,6.034636674
3.376,63.8726932,19.47649831,3.2794752,6.045982378
3.378,64.05704489,19.51663448,3.2821768,6.05734808
3.38,64.24188585,19.55684404,3.28488,6.068733808
3.382,64.42721722,19.59712711,3.2875848,6.080139591
3.384,64.61304014,19.6374838,3.2902912,6.091565457
3.386,64.79935578,19.67791422,3.2929992,6.103011435
3.388,64.98616527,19.71841847,3.2957088,6.114477554
3.39,65.17346977,19.75899666,3.29842,6.125963842
3.392,65.36127045,19.79964891,3.3011328,6.137470328
3.394,65.54956845,19.84037532,3.3038472,6.14899704
3.396,65.73836494,19.881176,3.3065632,6.160544008
3.398,65.92766109,19.92205107,3.3092808,6.172111259
3.4,66.11745806,19.96300062,3.312,6.183698824
3.402,66.30775701,20.00402478,3.3147208,6.195306729
3.404,66.49855912,20.04512364,3.3174432,6.206935005
3.406,66.68986557,20.08629733,3.3201672,6.21858368
3.408,66.88167752,20.12754595,3.3228928,6.230252784
3.41,67.07399615,20.16886961,3.32562,6.241942344
3.412,67.26682265,20.21026842,3.3283488,6.25365239
3.414,67.46015819,20.25174249,3.3310792,6.265382951
3.416,67.65400395,20.29329194,3.3338112,6.277134056
3.418,67.84836114,20.33491687,3.3365448,6.288905734
3.42,68.04323093,20.37661739,3.33928,6.300698014
3.422,68.23861451,20.41839362,3.3420168,6.312510926
3.424,68.43451309,20.46024567,3.3447552,6.324344497
3.426,68.63092785,20.50217364,3.3474952,6.336198759
3.428,68.82785999,20.54417765,3.3502368,6.348073738
3.43,69.02531072,20.58625781,3.35298,6.359969466
3.432,69.22328123,20.62841423,3.3557248,6.371885971
3.434,69.42177274,20.67064703,3.3584712,6.383823282
3.436,69.62078644,20.71295631,3.3612192,6.39578143
3.438,69.82032356,20.75534219,3.3639688,6.407760442
3.44,70.0203853,20.79780478,3.36672,6.419760349
3.442,70.22097288,20.84034419,3.3694728,6.43178118
3.444,70.42208751,20.88296053,3.3722272,6.443822964
3.446,70.62373041,20.92565392,3.3749832,6.455885731
3.448,70.82590282,20.96842446,3.3777408,6.46796951
3.45,71.02860594,21.01127228,3.3805,6.480074332
3.452,71.23184101,21.05419748,3.3832608,6.492200224
3.454,71.43560925,21.09720018,3.3860232,6.504347218
3.456,71.6399119,21.14028048,3.3887872,6.516515343
3.458,71.84475019,21.18343851,3.3915528,6.528704628
3.46,72.05012536,21.22667437,3.39432,6.540915103
3.462,72.25603865,21.26998819,3.3970888,6.553146798
3.464,72.46249129,21.31338006,3.3998592,6.565399743
3.466,72.66948454,21.35685012,3.4026312,6.577673967
3.468,72.87701963,21.40039846,3.4054048,6.5899695
3.47,73.08509781,21.4440252,3.40818,6.602286372
3.472,73.29372034,21.48773046,3.4109568,6.614624613
3.474,73.50288847,21.53151436,3.4137352,6.626984253
3.476,73.71260345,21.575377,3.4165152,6.639365322
3.478,73.92286655,21.6193185,3.4192968,6.65176785
3.48,74.13367902,21.66333897,3.42208,6.664191866
3.482,74.34504212,21.70743853,3.4248648,6.676637401
3.484,74.55695712,21.7516173,3.4276512,6.689104485
3.486,74.7694253,21.79587538,3.4304392,6.701593148
3.488,74.98244791,21.84021289,3.4332288,6.71410342
3.49,75.19602623,21.88462996,3.43602,6.726635331
3.492,75.41016154,21.92912669,3.4388128,6.739188912
3.494,75.62485512,21.97370319,3.4416072,6.751764193
3.496,75.84010823,22.01835959,3.4444032,6.764361203
3.498,76.05592218,22.063096,3.4472008,6.776979974
3.5,76.27229824,22.10791253,3.45,6.789620536
3.502,76.4892377,22.15280931,3.4528008,6.802282918
3.504,76.70674184,22.19778644,3.4556032,6.814967152
3.506,76.92481197,22.24284404,3.4584072,6.827673267
3.508,77.14344938,22.28798223,3.4612128,6.840401295
3.51,77.36265536,22.33320112,3.46402,6.853151265
3.512,77.58243121,22.37850084,3.4668288,6.865923209
3.514,77.80277824,22.42388149,3.4696392,6.878717156
3.516,78.02369776,22.4693432,3.4724512,6.891533138
3.518,78.24519106,22.51488608,3.4752648,6.904371184
3.52,78.46725946,22.56051024,3.47808,6.917231326
3.522,78.68990428,22.60621581,3.4808968,6.930113594
3.524,78.91312682,22.6520029,3.4837152,6.94301802
3.526,79.1369284,22.69787163,3.4865352,6.955944632
3.528,79.36131035,22.74382211,3.4893568,6.968893464
3.53,79.58627399,22.78985447,3.49218,6.981864544
3.532,79.81182064,22.83596882,3.4950048,6.994857905
3.534,80.03795163,22.88216528,3.4978312,7.007873576
3.536,80.26466828,22.92844396,3.5006592,7.02091159
3.538,80.49197195,22.97480498,3.5034888,7.033971976
3.54,80.71986395,23.02124847,3.50632,7.047054766
3.542,80.94834562,23.06777454,3.5091528,7.06015999
3.544,81.17741831,23.11438331,3.5119872,7.07328768
3.546,81.40708337,23.16107489,3.5148232,7.086437867
3.548,81.63734212,23.20784941,3.5176608,7.099610582
3.55,81.86819594,23.25470698,3.5205,7.112805856
3.552,82.09964615,23.30164773,3.5233408,7.126023719
3.554,82.33169412,23.34867177,3.5261832,7.139264204
3.556,82.56434121,23.39577921,3.5290272,7.152527342
3.558,82.79758876,23.44297019,3.5318728,7.165813163
3.56,83.03143815,23.49024482,3.53472,7.1791217
3.562,83.26589074,23.53760321,3.5375688,7.192452982
3.564,83.50094789,23.58504549,3.5404192,7.205807043
3.566,83.73661097,23.63257178,3.5432712,7.219183912
3.568,83.97288135,23.6801822,3.5461248,7.232583622
3.57,84.20976041,23.72787686,3.54898,7.246006204
3.572,84.44724952,23.77565589,3.5518368,7.259451689
3.574,84.68535007,23.8235194,3.5546952,7.272920108
3.576,84.92406343,23.87146753,3.5575552,7.286411495
3.578,85.16339099,23.91950038,3.5604168,7.299925879
3.58,85.40333414,23.96761808,3.56328,7.313463293
3.582,85.64389426,24.01582074,3.5661448,7.327023767
3.584,85.88507276,24.0641085,3.5690112,7.340607335
3.586,86.12687101,24.11248147,3.5718792,7.354214027
3.588,86.36929043,24.16093976,3.5747488,7.367843876
3.59,86.61233241,24.20948351,3.57762,7.381496912
3.592,86.85599836,24.25811284,3.5804928,7.395173169
3.594,87.10028967,24.30682785,3.5833672,7.408872677
3.596,87.34520777,24.35562869,3.5862432,7.422595468
3.598,87.59075405,24.40451546,3.5891208,7.436341575
3.6,87.83692994,24.45348829,3.592,7.450111029
3.602,88.08373685,24.5025473,3.5948808,7.463903862
3.604,88.33117619,24.55169262,3.5977632,7.477720107
3.606,88.5792494,24.60092436,3.6006472,7.491559794
3.608,88.8279579,24.65024264,3.6035328,7.505422957
3.61,89.0773031,24.6996476,3.60642,7.519309628
3.612,89.32728645,24.74913935,3.6093088,7.533219837
3.614,89.57790937,24.79871801,3.6121992,7.547153619
3.616,89.8291733,24.84838371,3.6150912,7.561111004
3.618,90.08107968,24.89813658,3.6179848,7.575092025
3.62,90.33362995,24.94797672,3.62088,7.589096715
3.622,90.58682555,24.99790427,3.6237768,7.603125105
3.624,90.84066792,25.04791935,3.6266752,7.617177228
3.626,91.09515852,25.09802208,3.6295752,7.631253116
3.628,91.3502988,25.14821259,3.6324768,7.645352802
3.63,91.60609022,25.198491,3.63538,7.659476317
3.632,91.86253421,25.24885743,3.6382848,7.673623695
3.634,92.11963226,25.29931201,3.6411912,7.687794968
3.636,92.37738582,25.34985486,3.6440992,7.701990168
3.638,92.63579636,25.40048611,3.6470088,7.716209328
3.64,92.89486534,25.45120587,3.64992,7.730452481
3.642,93.15459423,25.50201428,3.6528328,7.744719659
3.644,93.41498451,25.55291146,3.6557472,7.759010894
3.646,93.67603765,25.60389753,3.6586632,7.77332622
3.648,93.93775514,25.65497261,3.6615808,7.787665669
3.65,94.20013845,25.70613684,3.6645,7.802029274
3.652,94.46318907,25.75739034,3.6674208,7.816417067
3.654,94.72690849,25.80873322,3.6703432,7.830829082
3.656,94.99129819,25.86016563,3.6732672,7.845265351
3.658,95.25635967,25.91168768,3.6761928,7.859725907
3.66,95.52209443,25.96329949,3.67912,7.874210783
3.662,95.78850396,26.0150012,3.6820488,7.888720012
3.664,96.05558976,26.06679293,3.6849792,7.903253627
3.666,96.32335335,26.11867481,3.6879112,7.91781166
3.668,96.59179621,26.17064695,3.6908448,7.932394146
