M,p0_p,rho0_rho,T0_T,A_Astar
6.106,1758.708023,207.9675291,8.4566472,57.31840546
6.108,1762.266753,208.2680284,8.4615328,57.3990045
6.11,1765.831792,208.5688865,8.46642,57.47969814
6.112,1769.403149,208.8701039,8.4713088,57.56048647
6.114,1772.980834,209.1716809,8.4761992,57.64136956
6.116,1776.564856,209.4736178,8.4810912,57.72234752
6.118,1780.155225,209.7759149,8.4859848,57.80342042
6.12,1783.75195,210.0785726,8.49088,57.88458834
6.122,1787.355041,210.3815911,8.4957768,57.96585139
6.124,1790.964508,210.6849709,8.5006752,58.04720964
6.126,1794.580359,210.9887123,8.5055752,58.12866318
6.128,1798.202605,211.2928156,8.5104768,58.21021209
6.13,1801.831255,211.5972811,8.51538,58.29185647
6.132,1805.46632,211.9021092,8.5202848,58.3735964
6.134,1809.107808,212.2073001,8.5251912,58.45543197
6.136,1812.755729,212.5128543,8.5300992,58.53736326
6.138,1816.410093,212.8187721,8.5350088,58.61939036
6.14,1820.070909,213.1250537,8.53992,58.70151336
6.142,1823.738188,213.4316996,8.5448328,58.78373234
6.144,1827.411938,213.7387101,8.5497472,58.8660474
6.146,1831.09217,214.0460855,8.5546632,58.94845861
6.148,1834.778894,214.3538261,8.5595808,59.03096607
6.15,1838.472119,214.6619322,8.5645,59.11356987
6.152,1842.171854,214.9704043,8.5694208,59.19627009
6.154,1845.87811,215.2792426,8.5743432,59.27906681
6.156,1849.590897,215.5884476,8.5792672,59.36196013
6.158,1853.310223,215.8980194,8.5841928,59.44495014
6.16,1857.0361,216.2079584,8.58912,59.52803691
6.162,1860.768536,216.5182651,8.5940488,59.61122055
6.164,1864.507542,216.8289397,8.5989792,59.69450113
6.166,1868.253128,217.1399825,8.6039112,59.77787875
6.168,1872.005302,217.451394,8.6088448,59.86135348
6.17,1875.764076,217.7631744,8.61378,59.94492543
6.172,1879.529459,218.075324,8.6187168,60.02859467
6.174,1883.301461,218.3878433,8.6236552,60.1123613
6.176,1887.080091,218.7007325,8.6285952,60.19622541
6.178,1890.86536,219.013992,8.6335368,60.28018707
6.18,1894.657277,219.3276222,8.63848,60.36424638
6.182,1898.455854,219.6416233,8.6434248,60.44840344
6.184,1902.261098,219.9559957,8.6483712,60.53265831
6.186,1906.073021,220.2707397,8.6533192,60.61701111
6.188,1909.891632,220.5858557,8.6582688,60.7014619
6.19,1913.716942,220.9013441,8.66322,60.78601079
6.192,1917.54896,221.2172051,8.6681728,60.87065785
6.194,1921.387696,221.5334391,8.6731272,60.95540319
6.196,1925.233161,221.8500464,8.6780832,61.04024687
6.198,1929.085364,222.1670274,8.6830408,61.12518901
6.2,1932.944315,222.4843825,8.688,61.21022968
6.202,1936.810025,222.8021119,8.6929608,61.29536897
6.204,1940.682503,223.120216,8.6979232,61.38060697
6.206,1944.56176,223.4386951,8.7028872,61.46594377
6.208,1948.447805,223.7575497,8.7078528,61.55137946
6.21,1952.34065,224.0767799,8.71282,61.63691413
6.212,1956.240303,224.3963862,8.7177888,61.72254787
6.214,1960.146775,224.716369,8.7227592,61.80828076
6.216,1964.060076,225.0367285,8.7277312,61.89411289
6.218,1967.980217,225.3574651,8.7327048,61.98004436
6.22,1971.907207,225.6785791,8.73768,62.06607526
6.222,1975.841057,226.0000709,8.7426568,62.15220566
6.224,1979.781776,226.3219408,8.7476352,62.23843567
6.226,1983.729375,226.6441892,8.7526152,62.32476537
6.228,1987.683865,226.9668164,8.7575968,62.41119485
6.23,1991.645255,227.2898228,8.76258,62.4977242
6.232,1995.613556,227.6132086,8.7675648,62.58435351
6.234,1999.588777,227.9369743,8.7725512,62.67108286
6.236,2003.57093,228.2611202,8.7775392,62.75791236
6.238,2007.560024,228.5856466,8.7825288,62.84484209
6.24,2011.55607,228.9105539,8.78752,62.93187213
6.242,2015.559078,229.2358424,8.7925128,63.01900258
6.244,2019.569058,229.5615124,8.7975072,63.10623353
6.246,2023.586021,229.8875644,8.8025032,63.19356507
6.248,2027.609977,230.2139986,8.8075008,63.28099729
6.25,2031.640936,230.5408155,8.8125,63.36853027
6.252,2035.678909,230.8680152,8.8175008,63.45616412
6.254,2039.723906,231.1955983,8.8225032,63.54389891
6.256,2043.775937,231.523565,8.8275072,63.63173474
6.258,2047.835013,231.8519157,8.8325128,63.71967169
6.26,2051.901145,232.1806508,8.83752,63.80770987
6.262,2055.974342,232.5097705,8.8425288,63.89584936
6.264,2060.054615,232.8392752,8.8475392,63.98409024
6.266,2064.141974,233.1691653,8.8525512,64.07243262
6.268,2068.236431,233.4994412,8.8575648,64.16087658
6.27,2072.337995,233.8301031,8.86258,64.24942221
6.272,2076.446677,234.1611514,8.8675968,64.3380696
6.274,2080.562488,234.4925865,8.8726152,64.42681884
6.276,2084.685437,234.8244088,8.8776352,64.51567003
6.278,2088.815536,235.1566184,8.8826568,64.60462325
6.28,2092.952795,235.4892159,8.88768,64.69367859
6.282,2097.097224,235.8222016,8.8927048,64.78283616
6.284,2101.248835,236.1555758,8.8977312,64.87209603
6.286,2105.407637,236.4893388,8.9027592,64.9614583
6.288,2109.573641,236.8234911,8.9077888,65.05092305
6.29,2113.746859,237.1580329,8.91282,65.14049039
6.292,2117.927299,237.4929646,8.9178528,65.2301604
6.294,2122.114974,237.8282866,8.9228872,65.31993317
6.296,2126.309894,238.1639992,8.9279232,65.4098088
6.298,2130.512069,238.5001028,8.9329608,65.49978737
6.3,2134.72151,238.8365977,8.938,65.58986898
6.302,2138.938228,239.1734842,8.9430408,65.68005372
6.304,2143.162233,239.5107628,8.9480832,65.77034168
6.306,2147.393536,239.8484337,8.9531272,65.86073295
6.308,2151.632148,240.1864974,8.9581728,65.95122762
6.31,2155.878079,240.5249541,8.96322,66.04182579
6.312,2160.131341,240.8638043,8.9682688,66.13252754
6.314,2164.391944,241.2030483,8.9733192,66.22333297
6.316,2168.659899,241.5426863,8.9783712,66.31424218
6.318,2172.935216,241.8827189,8.9834248,66.40525524
6.32,2177.217906,242.2231463,8.98848,66.49637227
6.322,2181.507981,242.5639689,8.9935368,66.58759333
6.324,2185.805451,242.9051871,8.9985952,66.67891854
6.326,2190.110326,243.2468012,9.0036552,66.77034797
6.328,2194.422618,243.5888115,9.0087168,66.86188173
6.33,2198.742338,243.9312184,9.01378,66.95351991
6.332,2203.069496,244.2740223,9.0188448,67.04526259
6.334,2207.404103,244.6172235,9.0239112,67.13710987
6.336,2211.74617,244.9608224,9.0289792,67.22906185
6.338,2216.095708,245.3048193,9.0340488,67.32111861
6.34,2220.452729,245.6492146,9.03912,67.41328024
6.342,2224.817242,245.9940086,9.0441928,67.50554685
6.344,2229.189259,246.3392018,9.0492672,67.59791852
6.346,2233.56879,246.6847944,9.0543432,67.69039535
6.348,2237.955848,247.0307868,9.0594208,67.78297742
6.35,2242.350442,247.3771793,9.0645,67.87566483
6.352,2246.752584,247.7239724,9.0695808,67.96845768
6.354,2251.162285,248.0711664,9.0746632,68.06135606
6.356,2255.579555,248.4187616,9.0797472,68.15436005
6.358,2260.004406,248.7667584,9.0848328,68.24746976
6.36,2264.43685,249.1151572,9.08992,68.34068528
6.362,2268.876896,249.4639582,9.0950088,68.43400669
6.364,2273.324556,249.813162,9.1000992,68.5274341
6.366,2277.779841,250.1627688,9.1051912,68.62096759
6.368,2282.242762,250.5127789,9.1102848,68.71460726
6.37,2286.71333,250.8631928,9.11538,68.8083532
6.372,2291.191557,251.2140108,9.1204768,68.90220551
6.374,2295.677454,251.5652333,9.1255752,68.99616428
6.376,2300.171031,251.9168606,9.1306752,69.0902296
6.378,2304.6723,252.268893,9.1357768,69.18440157
6.38,2309.181273,252.621331,9.14088,69.27868028
6.382,2313.697959,252.974175,9.1459848,69.37306583
6.384,2318.222371,253.3274251,9.1510912,69.4675583
6.386,2322.75452,253.6810819,9.1561992,69.56215779
6.388,2327.294416,254.0351457,9.1613088,69.6568644
6.39,2331.842072,254.3896169,9.16642,69.75167822
6.392,2336.397498,254.7444957,9.1715328,69.84659934
6.394,2340.960706,255.0997826,9.1766472,69.94162786
6.396,2345.531706,255.4554779,9.1817632,70.03676387
6.398,2350.110512,255.811582,9.1868808,70.13200747
6.4,2354.697132,256.1680953,9.192,70.22735875
6.402,2359.29158,256.5250181,9.1971208,70.3228178
6.404,2363.893866,256.8823508,9.2022432,70.41838473
6.406,2368.504001,257.2400937,9.2073672,70.51405961
6.408,2373.121998,257.5982472,9.2124928,70.60984256
6.41,2377.747867,257.9568117,9.21762,70.70573365
6.412,2382.381619,258.3157875,9.2227488,70.801733
6.414,2387.023267,258.675175,9.2278792,70.89784068
6.416,2391.672821,259.0349746,9.2330112,70.9940568
6.418,2396.330294,259.3951866,9.2381448,71.09038146
6.42,2400.995696,259.7558113,9.24328,71.18681474
6.422,2405.669039,260.1168493,9.2484168,71.28335674
6.424,2410.350334,260.4783007,9.2535552,71.38000755
6.426,2415.039593,260.840166,9.2586952,71.47676728
6.428,2419.736828,261.2024456,9.2638368,71.57363601
6.43,2424.442049,261.5651398,9.26898,71.67061385
6.432,2429.155269,261.9282489,9.2741248,71.76770088
6.434,2433.876499,262.2917734,9.2792712,71.8648972
6.436,2438.60575,262.6557136,9.2844192,71.9622029
6.438,2443.343035,263.0200699,9.2895688,72.05961809
6.44,2448.088364,263.3848426,9.29472,72.15714286
6.442,2452.84175,263.7500321,9.2998728,72.2547773
6.444,2457.603203,264.1156388,9.3050272,72.35252151
6.446,2462.372736,264.4816631,9.3101832,72.45037558
6.448,2467.15036,264.8481052,9.3153408,72.54833962
6.45,2471.936087,265.2149657,9.3205,72.6464137
6.452,2476.729929,265.5822447,9.3256608,72.74459794
6.454,2481.531897,265.9499428,9.3308232,72.84289243
6.456,2486.342002,266.3180603,9.3359872,72.94129726
6.458,2491.160257,266.6865975,9.3411528,73.03981252
6.46,2495.986673,267.0555548,9.34632,73.13843833
6.462,2500.821263,267.4249327,9.3514888,73.23717476
6.464,2505.664037,267.7947314,9.3566592,73.33602192
6.466,2510.515007,268.1649513,9.3618312,73.4349799
6.468,2515.374186,268.5355928,9.3670048,73.5340488
6.47,2520.241585,268.9066562,9.37218,73.63322871
6.472,2525.117216,269.278142,9.3773568,73.73251974
6.474,2530.001091,269.6500505,9.3825352,73.83192197
6.476,2534.893221,270.0223821,9.3877152,73.93143551
6.478,2539.793619,270.3951372,9.3928968,74.03106045
6.48,2544.702295,270.768316,9.39808,74.13079689
6.482,2549.619263,271.141919,9.4032648,74.23064492
6.484,2554.544534,271.5159466,9.4084512,74.33060465
6.486,2559.47812,271.8903992,9.4136392,74.43067616
6.488,2564.420032,272.265277,9.4188288,74.53085955
6.49,2569.370284,272.6405805,9.42402,74.63115492
6.492,2574.328886,273.0163101,9.4292128,74.73156238
6.494,2579.29585,273.392466,9.4344072,74.832082
6.496,2584.271189,273.7690488,9.4396032,74.9327139
6.498,2589.254915,274.1460588,9.4448008,75.03345817
6.5,2594.247039,274.5234962,9.45,75.1343149
6.502,2599.247574,274.9013616,9.4552008,75.2352842
6.504,2604.256532,275.2796553,9.4604032,75.33636616
6.506,2609.273924,275.6583776,9.4656072,75.43756087
6.508,2614.299763,276.037529,9.4708128,75.53886844
6.51,2619.334061,276.4171098,9.47602,75.64028897
6.512,2624.376829,276.7971203,9.4812288,75.74182254
6.514,2629.428081,277.1775611,9.4864392,75.84346926
6.516,2634.487827,277.5584323,9.4916512,75.94522922
6.518,2639.556081,277.9397345,9.4968648,76.04710253
6.52,2644.632854,278.3214679,9.50208,76.14908928
6.522,2649.718158,278.703633,9.5072968,76.25118957
6.524,2654.812006,279.0862302,9.5125152,76.35340349
6.526,2659.91441,279.4692597,9.5177352,76.45573114
6.528,2665.025382,279.852722,9.5229568,76.55817263
6.53,2670.144934,280.2366175,9.52818,76.66072805
6.532,2675.273079,280.6209466,9.5334048,76.76339749
6.534,2680.409828,281.0057095,9.5386312,76.86618106
6.536,2685.555194,281.3909068,9.5438592,76.96907886
6.538,2690.70919,281.7765387,9.5490888,77.07209098
6.54,2695.871827,282.1626057,9.55432,77.17521751
6.542,2701.043117,282.5491081,9.5595528,77.27845857
6.544,2706.223074,282.9360463,9.5647872,77.38181425
6.546,2711.411709,283.3234206,9.5700232,77.48528463
6.548,2716.609034,283.7112316,9.5752608,77.58886984
6.55,2721.815063,284.0994795,9.5805,77.69256996
6.552,2727.029807,284.4881647,9.5857408,77.79638508
6.554,2732.25328,284.8772876,9.5909832,77.90031532
6.556,2737.485492,285.2668486,9.5962272,78.00436077
6.558,2742.726457,285.656848,9.6014728,78.10852152
6.56,2747.976187,286.0472863,9.60672,78.21279769
6.562,2753.234694,286.4381638,9.6119688,78.31718935
6.564,2758.501991,286.8294809,9.6172192,78.42169662
6.566,2763.778091,287.221238,9.6224712,78.5263196
6.568,2769.063005,287.6134355,9.6277248,78.63105838
6.57,2774.356747,288.0060736,9.63298,78.73591305
6.572,2779.659329,288.3991529,9.6382368,78.84088373
6.574,2784.970763,288.7926738,9.6434952,78.94597051
6.576,2790.291062,289.1866364,9.6487552,79.05117349
6.578,2795.620239,289.5810414,9.6540168,79.15649277
6.58,2800.958305,289.975889,9.65928,79.26192845
6.582,2806.305274,290.3711797,9.6645448,79.36748062
6.584,2811.661159,290.7669137,9.6698112,79.4731494
6.586,2817.025971,291.1630916,9.6750792,79.57893486
6.588,2822.399724,291.5597136,9.6803488,79.68483713
6.59,2827.78243,291.9567802,9.68562,79.79085629
6.592,2833.174101,292.3542918,9.6908928,79.89699245
6.594,2838.574751,292.7522486,9.6961672,80.00324571
6.596,2843.984392,293.1506512,9.7014432,80.10961616
6.598,2849.403037,293.5494999,9.7067208,80.2161039
6.6,2854.830698,293.9487951,9.712,80.32270905
6.602,2860.267388,294.3485371,9.7172808,80.42943168
6.604,2865.713121,294.7487264,9.7225632,80.53627192
6.606,2871.167908,295.1493634,9.7278472,80.64322985
6.608,2876.631762,295.5504483,9.7331328,80.75030558
6.61,2882.104697,295.9519817,9.73842,80.8574992
6.612,2887.586725,296.3539638,9.7437088,80.96481083
6.614,2893.077859,296.7563952,9.7489992,81.07224055
6.616,2898.578112,297.1592761,9.7542912,81.17978847
6.618,2904.087496,297.5626069,9.7595848,81.28745468
6.62,2909.606024,297.9663881,9.76488,81.3952393
6.622,2915.13371,298.3706201,9.7701768,81.50314242
6.624,2920.670566,298.7753031,9.7754752,81.61116414
6.626,2926.216605,299.1804376,9.7807752,81.71930456
6.628,2931.77184,299.5860241,9.7860768,81.82756378
6.63,2937.336284,299.9920628,9.79138,81.93594191
6.632,2942.909949,300.3985542,9.7966848,82.04443904
6.634,2948.49285,300.8054986,9.8019912,82.15305528
6.636,2954.084998,301.2128965,9.8072992,82.26179072
6.638,2959.686408,301.6207481,9.8126088,82.37064547
6.64,2965.29709,302.0290541,9.81792,82.47961963
6.642,2970.91706,302.4378146,9.8232328,82.5887133
6.644,2976.54633,302.8470301,9.8285472,82.69792658
6.646,2982.184912,303.256701,9.8338632,82.80725958
6.648,2987.832821,303.6668277,9.8391808,82.91671239
6.65,2993.490068,304.0774106,9.8445,83.02628511
6.652,2999.156668,304.48845,9.8498208,83.13597785
6.654,3004.832633,304.8999463,9.8551432,83.24579072
6.656,3010.517976,305.3119,9.8604672,83.3557238
6.658,3016.212711,305.7243115,9.8657928,83.4657772
6.66,3021.91685,306.137181,9.87112,83.57595103
6.662,3027.630408,306.5505091,9.8764488,83.68624539
6.664,3033.353396,306.964296,9.8817792,83.79666037
6.666,3039.085828,307.3785423,9.8871112,83.90719608
6.668,3044.827718,307.7932483,9.8924448,84.01785263
6.67,3050.579079,308.2084143,9.89778,84.12863011
6.672,3056.339923,308.6240408,9.9031168,84.23952862
6.674,3062.110265,309.0401282,9.9084552,84.35054828
6.676,3067.890117,309.4566768,9.9137952,84.46168917
6.678,3073.679493,309.8736871,9.9191368,84.57295141
6.68,3079.478406,310.2911594,9.92448,84.6843351
6.682,3085.286869,310.7090942,9.9298248,84.79584033
6.684,3091.104896,311.1274918,9.9351712,84.90746721
6.686,3096.9325,311.5463526,9.9405192,85.01921585
6.688,3102.769694,311.9656771,9.9458688,85.13108634
6.69,3108.616493,312.3854656,9.95122,85.24307879
6.692,3114.472908,312.8057184,9.9565728,85.3551933
6.694,3120.338954,313.2264361,9.9619272,85.46742997
6.696,3126.214644,313.647619,9.9672832,85.57978892
6.698,3132.099991,314.0692675,9.9726408,85.69227023
6.7,3137.99501,314.491382,9.978,85.80487401
6.702,3143.899713,314.9139629,9.9833608,85.91760037
6.704,3149.814113,315.3370106,9.9887232,86.03044941
6.706,3155.738225,315.7605254,9.9940872,86.14342123
6.708,3161.672062,316.1845078,9.9994528,86.25651594
6.71,3167.615638,316.6089582,10.00482,86.36973363
6.712,3173.568965,317.033877,10.0101888,86.48307442
6.714,3179.532058,317.4592646,10.0155592,86.5965384
6.716,3185.50493,317.8851213,10.0209312,86.71012568
6.718,3191.487595,318.3114476,10.0263048,86.82383636
6.72,3197.480066,318.7382438,10.03168,86.93767055
6.722,3203.482357,319.1655104,10.0370568,87.05162835
6.724,3209.494481,319.5932478,10.0424352,87.16570986
6.726,3215.516453,320.0214563,10.0478152,87.27991519
6.728,3221.548286,320.4501364,10.0531968,87.39424444
6.73,3227.589994,320.8792885,10.05858,87.50869771
6.732,3233.641589,321.3089129,10.0639648,87.62327511
6.734,3239.703087,321.7390101,10.0693512,87.73797675
6.736,3245.774501,322.1695804,10.0747392,87.85280272
6.738,3251.855844,322.6006243,10.0801288,87.96775313
6.74,3257.94713,323.0321421,10.08552,88.08282809
6.742,3264.048373,323.4641343,10.0909128,88.1980277
6.744,3270.159588,323.8966013,10.0963072,88.31335206
6.746,3276.280787,324.3295434,10.1017032,88.42880128
6.748,3282.411984,324.7629611,10.1071008,88.54437546
6.75,3288.553194,325.1968548,10.1125,88.6600747
6.752,3294.70443,325.6312248,10.1179008,88.77589912
6.754,3300.865706,326.0660716,10.1233032,88.89184881
6.756,3307.037036,326.5013955,10.1287072,89.00792389
6.758,3313.218434,326.9371971,10.1341128,89.12412445
6.76,3319.409913,327.3734766,10.13952,89.2404506
6.762,3325.611489,327.8102345,10.1449288,89.35690245
6.764,3331.823174,328.2474712,10.1503392,89.47348009
6.766,3338.044982,328.685187,10.1557512,89.59018364
6.768,3344.276929,329.1233825,10.1611648,89.7070132
6.77,3350.519027,329.5620579,10.16658,89.82396887
6.772,3356.77129,330.0012137,10.1719968,89.94105077
6.774,3363.033733,330.4408504,10.1774152,90.05825899
6.776,3369.30637,330.8809682,10.1828352,90.17559364
6.778,3375.589215,331.3215677,10.1882568,90.29305482
6.78,3381.882281,331.7626491,10.19368,90.41064265
6.782,3388.185584,332.204213,10.1991048,90.52835722
6.784,3394.499136,332.6462598,10.2045312,90.64619865
6.786,3400.822953,333.0887897,10.2099592,90.76416703
6.788,3407.157048,333.5318033,10.2153888,90.88226248
6.79,3413.501435,333.9753009,10.22082,91.0004851
6.792,3419.85613,334.419283,10.2262528,91.11883499
6.794,3426.221144,334.86375,10.2316872,91.23731226
6.796,3432.596494,335.3087022,10.2371232,91.35591701
6.798,3438.982194,335.7541401,10.2425608,91.47464936
6.8,3445.378256,336.200064,10.248,91.59350941
6.802,3451.784697,336.6464745,10.2534408,91.71249726
6.804,3458.201529,337.0933719,10.2588832,91.83161303
6.806,3464.628768,337.5407565,10.2643272,91.95085681
6.808,3471.066427,337.9886289,10.2697728,92.07022871
6.81,3477.514522,338.4369894,10.27522,92.18972884
6.812,3483.973065,338.8858384,10.2806688,92.30935731
6.814,3490.442072,339.3351763,10.2861192,92.42911422
6.816,3496.921557,339.7850036,10.2915712,92.54899967
6.818,3503.411535,340.2353207,10.2970248,92.66901379
6.82,3509.912019,340.6861279,10.30248,92.78915666
6.822,3516.423024,341.1374257,10.3079368,92.9094284
6.824,3522.944565,341.5892145,10.3133952,93.02982912
6.826,3529.476656,342.0414947,10.3188552,93.15035892
6.828,3536.019311,342.4942667,10.3243168,93.2710179
6.83,3542.572546,342.9475309,10.32978,93.39180618
6.832,3549.136373,343.4012877,10.3352448,93.51272387
6.834,3555.710809,343.8555376,10.3407112,93.63377106
6.836,3562.295867,344.3102809,10.3461792,93.75494787
6.838,3568.891562,344.7655182,10.3516488,93.87625441
6.84,3575.497909,345.2212496,10.35712,93.99769077
6.842,3582.114922,345.6774758,10.3625928,94.11925707
6.844,3588.742615,346.1341971,10.3680672,94.24095342
6.846,3595.381004,346.5914139,10.3735432,94.36277992
6.848,3602.030103,347.0491266,10.3790208,94.48473668
6.85,3608.689927,347.5073356,10.3845,94.60682381
6.852,3615.36049,347.9660414,10.3899808,94.72904141
6.854,3622.041806,348.4252444,10.3954632,94.8513896
6.856,3628.733892,348.884945,10.4009472,94.97386848
6.858,3635.43676,349.3451435,10.4064328,95.09647815
6.86,3642.150427,349.8058405,10.41192,95.21921873
6.862,3648.874906,350.2670363,10.4174088,95.34209033
6.864,3655.610213,350.7287313,10.4228992,95.46509304
6.866,3662.356363,351.190926,10.4283912,95.58822699
6.868,3669.113369,351.6536208,10.4338848,95.71149227
6.87,3675.881247,352.116816,10.43938,95.83488901
6.872,3682.660012,352.5805122,10.4448768,95.95841729
6.874,3689.449678,353.0447097,10.4503752,96.08207724
6.876,3696.250261,353.5094089,10.4558752,96.20586895
6.878,3703.061775,353.9746102,10.4613768,96.32979255
6.88,3709.884235,354.4403142,10.46688,96.45384814
6.882,3716.717657,354.9065211,10.4723848,96.57803582
6.884,3723.562054,355.3732314,10.4778912,96.7023557
6.886,3730.417442,355.8404455,10.4833992,96.8268079
6.888,3737.283836,356.3081639,10.4889088,96.95139252
6.89,3744.16125,356.7763869,10.49442,97.07610967
6.892,3751.049701,357.245115,10.4999328,97.20095946
6.894,3757.949202,357.7143486,10.5054472,97.325942
6.896,3764.859769,358.1840881,10.5109632,97.45105739
6.898,3771.781417,358.654334,10.5164808,97.57630575
6.9,3778.714161,359.1250865,10.522,97.70168719
6.902,3785.658015,359.5963463,10.5275208,97.8272018
6.904,3792.612996,360.0681136,10.5330432,97.95284972
6.906,3799.579118,360.540389,10.5385672,98.07863103
6.908,3806.556396,361.0131728,10.5440928,98.20454586
6.91,3813.544845,361.4864654,10.54962,98.33059431
6.912,3820.544481,361.9602673,10.5551488,98.45677649
6.914,3827.555319,362.4345789,10.5606792,98.5830925
6.916,3834.577373,362.9094006,10.5662112,98.70954247
6.918,3841.61066,363.3847328,10.5717448,98.8361265
6.92,3848.655193,363.860576,10.57728,98.9628447
6.922,3855.71099,364.3369306,10.5828168,99.08969717
6.924,3862.778064,364.8137969,10.5883552,99.21668403
6.926,3869.856431,365.2911755,10.5938952,99.34380539
6.928,3876.946106,365.7690667,10.5994368,99.47106136
6.93,3884.047105,366.247471,10.60498,99.59845204
6.932,3891.159443,366.7263888,10.6105248,99.72597756
6.934,3898.283136,367.2058205,10.6160712,99.85363801
6.936,3905.418197,367.6857665,10.6216192,99.98143351
6.938,3912.564644,368.1662273,10.6271688,100.1093642
6.94,3919.722491,368.6472033,10.63272,100.2374301
6.942,3926.891754,369.1286949,10.6382728,100.3656314
6.944,3934.072448,369.6107025,10.6438272,100.4939682
6.946,3941.264589,370.0932265,10.6493832,100.6224406
6.948,3948.468192,370.5762675,10.6549408,100.7510487
6.95,3955.683272,371.0598257,10.6605,100.8797926
6.952,3962.909845,371.5439017,10.6660608,101.0086725
6.954,3970.147927,372.0284958,10.6716232,101.1376884
6.956,3977.397533,372.5136085,10.6771872,101.2668404
6.958,3984.658678,372.9992403,10.6827528,101.3961287
6.96,3991.931379,373.4853914,10.68832,101.5255534
6.962,3999.21565,373.9720625,10.6938888,101.6551146
6.964,4006.511508,374.4592538,10.6994592,101.7848124
6.966,4013.818967,374.9469658,10.7050312,101.9146468
6.968,4021.138044,375.435199,10.7106048,102.0446181
6.97,4028.468754,375.9239537,10.71618,102.1747264
6.972,4035.811113,376.4132304,10.7217568,102.3049716
6.974,4043.165136,376.9030296,10.7273352,102.4353541
6.976,4050.53084,377.3933516,10.7329152,102.5658737
6.978,4057.908239,377.8841969,10.7384968,102.6965308
6.98,4065.29735,378.3755659,10.74408,102.8273253
6.982,4072.698189,378.8674591,10.7496648,102.9582575
6.984,4080.11077,379.3598768,10.7552512,103.0893273
6.986,4087.535111,379.8528195,10.7608392,103.220535
6.988,4094.971226,380.3462877,10.7664288,103.3518806
6.99,4102.419131,380.8402817,10.77202,103.4833643
6.992,4109.878843,381.334802,10.7776128,103.6149861
6.994,4117.350377,381.829849,10.7832072,103.7467462
6.996,4124.833749,382.3254231,10.7888032,103.8786446
6.998,4132.328975,382.8215249,10.7944008,104.0106816
7,4139.83607,383.3181546,10.8,104.1428571
7.002,4147.355051,383.8153128,10.8056008,104.2751714
7.004,4154.885934,384.3129999,10.8112032,104.4076245
7.006,4162.428735,384.8112163,10.8168072,104.5402166
7.008,4169.983469,385.3099624,10.8224128,104.6729477
7.01,4177.550153,385.8092387,10.82802,104.8058179
7.012,4185.128802,386.3090456,10.8336288,104.9388275
7.014,4192.719433,386.8093835,10.8392392,105.0719764
7.016,4200.322061,387.3102529,10.8448512,105.2052649
7.018,4207.936703,387.8116542,10.8504648,105.3386929
7.02,4215.563375,388.3135878,10.85608,105.4722607
7.022,4223.202092,388.8160542,10.8616968,105.6059683
7.024,4230.852871,389.3190538,10.8673152,105.7398159
7.026,4238.515729,389.8225871,10.8729352,105.8738036
7.028,4246.19068,390.3266544,10.8785568,106.0079314
7.03,4253.877742,390.8312562,10.88418,106.1421995
7.032,4261.576931,391.336393,10.8898048,106.2766081
7.034,4269.288262,391.8420651,10.8954312,106.4111571
7.036,4277.011752,392.3482731,10.9010592,106.5458468
7.038,4284.747417,392.8550173,10.9066888,106.6806773
7.04,4292.495273,393.3622982,10.91232,106.8156486
7.042,4300.255338,393.8701162,10.9179528,106.9507608
7.044,4308.027626,394.3784717,10.9235872,107.0860142
7.046,4315.812154,394.8873653,10.9292232,107.2214088
7.048,4323.608939,395.3967973,10.9348608,107.3569446
7.05,4331.417997,395.9067681,10.9405,107.4926219
7.052,4339.239343,396.4172783,10.9461408,107.6284408
7.054,4347.072996,396.9283282,10.9517832,107.7644013
7.056,4354.918971,397.4399182,10.9574272,107.9005036
7.058,4362.777283,397.9520489,10.9630728,108.0367477
7.06,4370.647951,398.4647207,10.96872,108.1731339
7.062,4378.53099,398.9779339,10.9743688,108.3096621
7.064,4386.426417,399.4916891,10.9800192,108.4463326
7.066,4394.334248,400.0059867,10.9856712,108.5831455
7.068,4402.254499,400.520827,10.9913248,108.7201007
7.07,4410.187188,401.0362107,10.99698,108.8571986
7.072,4418.13233,401.552138,11.0026368,108.9944391
7.074,4426.089943,402.0686094,11.0082952,109.1318225
7.076,4434.060043,402.5856254,11.0139552,109.2693487
7.078,4442.042646,403.1031864,11.0196168,109.407018
7.08,4450.037768,403.6212929,11.02528,109.5448304
7.082,4458.045428,404.1399453,11.0309448,109.6827861
7.084,4466.065641,404.659144,11.0366112,109.8208851
7.086,4474.098424,405.1788895,11.0422792,109.9591276
7.088,4482.143793,405.6991822,11.0479488,110.0975137
7.09,4490.201766,406.2200226,11.05362,110.2360436
7.092,4498.272358,406.741411,11.0592928,110.3747172
7.094,4506.355588,407.263348,11.0649672,110.5135349
7.096,4514.451471,407.785834,11.0706432,110.6524965
7.098,4522.560024,408.3088695,11.0763208,110.7916024
7.1,4530.681264,408.8324548,11.082,110.9308525
7.102,4538.815208,409.3565904,11.0876808,111.0702471
7.104,4546.961872,409.8812768,11.0933632,111.2097861
7.106,4555.121274,410.4065144,11.0990472,111.3494698
7.108,4563.293431,410.9323036,11.1047328,111.4892983
7.11,4571.478358,411.458645,11.11042,111.6292716
7.112,4579.676074,411.9855388,11.1161088,111.7693899
7.114,4587.886594,412.5129857,11.1217992,111.9096533
